,p_id,week
9274,175,['05-28-2023']
9275,176,['05-29-2022']
9276,176,['06-05-2022']
9277,176,['06-12-2022']
9278,176,['06-19-2022']
9279,176,['06-26-2022']
9280,176,['07-03-2022']
9281,176,['07-10-2022']
9282,176,['07-17-2022']
9283,176,['07-24-2022']
9284,176,['07-31-2022']
9285,176,['08-07-2022']
9286,176,['08-14-2022']
9287,176,['08-21-2022']
9288,176,['08-28-2022']
9289,176,['09-04-2022']
9290,176,['09-11-2022']
9291,176,['09-18-2022']
9292,176,['09-25-2022']
9293,176,['10-02-2022']
9294,176,['10-09-2022']
9295,176,['10-16-2022']
9296,176,['10-23-2022']
9297,176,['10-30-2022']
9298,176,['11-06-2022']
9299,176,['11-13-2022']
9300,176,['11-20-2022']
9301,176,['11-27-2022']
9302,176,['12-04-2022']
9303,176,['12-11-2022']
9304,176,['12-18-2022']
9305,176,['12-25-2022']
9306,176,['01-01-2023']
9307,176,['01-08-2023']
9308,176,['01-15-2023']
9309,176,['01-22-2023']
9310,176,['01-29-2023']
9311,176,['02-05-2023']
9312,176,['02-12-2023']
9313,176,['02-19-2023']
9314,176,['02-26-2023']
9315,176,['03-05-2023']
9316,176,['03-12-2023']
9317,176,['03-19-2023']
9318,176,['03-26-2023']
9319,176,['04-02-2023']
9320,176,['04-09-2023']
9321,176,['04-16-2023']
9322,176,['04-23-2023']
9323,176,['04-30-2023']
9324,176,['05-07-2023']
9325,176,['05-14-2023']
9326,176,['05-21-2023']
9327,176,['05-28-2023']
9328,177,['05-29-2022']
9329,177,['06-05-2022']
9330,177,['06-12-2022']
9331,177,['06-19-2022']
9332,177,['06-26-2022']
9333,177,['07-03-2022']
9334,177,['07-10-2022']
9335,177,['07-17-2022']
9336,177,['07-24-2022']
9337,177,['07-31-2022']
9338,177,['08-07-2022']
9339,177,['08-14-2022']
9340,177,['08-21-2022']
9341,177,['08-28-2022']
9342,177,['09-04-2022']
9343,177,['09-11-2022']
9344,177,['09-18-2022']
9345,177,['09-25-2022']
9346,177,['10-02-2022']
9347,177,['10-09-2022']
9348,177,['10-16-2022']
9349,177,['10-23-2022']
9350,177,['10-30-2022']
9351,177,['11-06-2022']
9352,177,['11-13-2022']
9353,177,['11-20-2022']
9354,177,['11-27-2022']
9355,177,['12-04-2022']
9356,177,['12-11-2022']
9357,177,['12-18-2022']
9358,177,['12-25-2022']
9359,177,['01-01-2023']
9360,177,['01-08-2023']
9361,177,['01-15-2023']
9362,177,['01-22-2023']
9363,177,['01-29-2023']
9364,177,['02-05-2023']
9365,177,['02-12-2023']
9366,177,['02-19-2023']
9367,177,['02-26-2023']
9368,177,['03-05-2023']
9369,177,['03-12-2023']
9370,177,['03-19-2023']
9371,177,['03-26-2023']
9372,177,['04-02-2023']
9373,177,['04-09-2023']
9374,177,['04-16-2023']
9375,177,['04-23-2023']
9376,177,['04-30-2023']
9377,177,['05-07-2023']
9378,177,['05-14-2023']
9379,177,['05-21-2023']
9380,177,['05-28-2023']
9381,178,['05-29-2022']
9382,178,['06-05-2022']
9383,178,['06-12-2022']
9384,178,['06-19-2022']
9385,178,['06-26-2022']
9386,178,['07-03-2022']
9387,178,['07-10-2022']
9388,178,['07-17-2022']
9389,178,['07-24-2022']
9390,178,['07-31-2022']
9391,178,['08-07-2022']
9392,178,['08-14-2022']
9393,178,['08-21-2022']
9394,178,['08-28-2022']
9395,178,['09-04-2022']
9396,178,['09-11-2022']
9397,178,['09-18-2022']
9398,178,['09-25-2022']
9399,178,['10-02-2022']
9400,178,['10-09-2022']
9401,178,['10-16-2022']
9402,178,['10-23-2022']
9403,178,['10-30-2022']
9404,178,['11-06-2022']
9405,178,['11-13-2022']
9406,178,['11-20-2022']
9407,178,['11-27-2022']
9408,178,['12-04-2022']
9409,178,['12-11-2022']
9410,178,['12-18-2022']
9411,178,['12-25-2022']
9412,178,['01-01-2023']
9413,178,['01-08-2023']
9414,178,['01-15-2023']
9415,178,['01-22-2023']
9416,178,['01-29-2023']
9417,178,['02-05-2023']
9418,178,['02-12-2023']
9419,178,['02-19-2023']
9420,178,['02-26-2023']
9421,178,['03-05-2023']
9422,178,['03-12-2023']
9423,178,['03-19-2023']
9424,178,['03-26-2023']
9425,178,['04-02-2023']
9426,178,['04-09-2023']
9427,178,['04-16-2023']
9428,178,['04-23-2023']
9429,178,['04-30-2023']
9430,178,['05-07-2023']
9431,178,['05-14-2023']
9432,178,['05-21-2023']
9433,178,['05-28-2023']
9434,179,['05-29-2022']
9435,179,['06-05-2022']
9436,179,['06-12-2022']
9437,179,['06-19-2022']
9438,179,['06-26-2022']
9439,179,['07-03-2022']
9440,179,['07-10-2022']
9441,179,['07-17-2022']
9442,179,['07-24-2022']
9443,179,['07-31-2022']
9444,179,['08-07-2022']
9445,179,['08-14-2022']
9446,179,['08-21-2022']
9447,179,['08-28-2022']
9448,179,['09-04-2022']
9449,179,['09-11-2022']
9450,179,['09-18-2022']
9451,179,['09-25-2022']
9452,179,['10-02-2022']
9453,179,['10-09-2022']
9454,179,['10-16-2022']
9455,179,['10-23-2022']
9456,179,['10-30-2022']
9457,179,['11-06-2022']
9458,179,['11-13-2022']
9459,179,['11-20-2022']
9460,179,['11-27-2022']
9461,179,['12-04-2022']
9462,179,['12-11-2022']
9463,179,['12-18-2022']
9464,179,['12-25-2022']
9465,179,['01-01-2023']
9466,179,['01-08-2023']
9467,179,['01-15-2023']
9468,179,['01-22-2023']
9469,179,['01-29-2023']
9470,179,['02-05-2023']
9471,179,['02-12-2023']
9472,179,['02-19-2023']
9473,179,['02-26-2023']
9474,179,['03-05-2023']
9475,179,['03-12-2023']
9476,179,['03-19-2023']
9477,179,['03-26-2023']
9478,179,['04-02-2023']
9479,179,['04-09-2023']
9480,179,['04-16-2023']
9481,179,['04-23-2023']
9482,179,['04-30-2023']
9483,179,['05-07-2023']
9484,179,['05-14-2023']
9485,179,['05-21-2023']
9486,179,['05-28-2023']
9487,180,['05-29-2022']
9488,180,['06-05-2022']
9489,180,['06-12-2022']
9490,180,['06-19-2022']
9491,180,['06-26-2022']
9492,180,['07-03-2022']
9493,180,['07-10-2022']
9494,180,['07-17-2022']
9495,180,['07-24-2022']
9496,180,['07-31-2022']
9497,180,['08-07-2022']
9498,180,['08-14-2022']
9499,180,['08-21-2022']
9500,180,['08-28-2022']
9501,180,['09-04-2022']
9502,180,['09-11-2022']
9503,180,['09-18-2022']
9504,180,['09-25-2022']
9505,180,['10-02-2022']
9506,180,['10-09-2022']
9507,180,['10-16-2022']
9508,180,['10-23-2022']
9509,180,['10-30-2022']
9510,180,['11-06-2022']
9511,180,['11-13-2022']
9512,180,['11-20-2022']
9513,180,['11-27-2022']
9514,180,['12-04-2022']
9515,180,['12-11-2022']
9516,180,['12-18-2022']
9517,180,['12-25-2022']
9518,180,['01-01-2023']
9519,180,['01-08-2023']
9520,180,['01-15-2023']
9521,180,['01-22-2023']
9522,180,['01-29-2023']
9523,180,['02-05-2023']
9524,180,['02-12-2023']
9525,180,['02-19-2023']
9526,180,['02-26-2023']
9527,180,['03-05-2023']
9528,180,['03-12-2023']
9529,180,['03-19-2023']
9530,180,['03-26-2023']
9531,180,['04-02-2023']
9532,180,['04-09-2023']
9533,180,['04-16-2023']
9534,180,['04-23-2023']
9535,180,['04-30-2023']
9536,180,['05-07-2023']
9537,180,['05-14-2023']
9538,180,['05-21-2023']
9539,180,['05-28-2023']
9540,181,['05-29-2022']
9541,181,['06-05-2022']
9542,181,['06-12-2022']
9543,181,['06-19-2022']
9544,181,['06-26-2022']
9545,181,['07-03-2022']
9546,181,['07-10-2022']
9547,181,['07-17-2022']
9548,181,['07-24-2022']
9549,181,['07-31-2022']
9550,181,['08-07-2022']
9551,181,['08-14-2022']
9552,181,['08-21-2022']
9553,181,['08-28-2022']
9554,181,['09-04-2022']
9555,181,['09-11-2022']
9556,181,['09-18-2022']
9557,181,['09-25-2022']
9558,181,['10-02-2022']
9559,181,['10-09-2022']
9560,181,['10-16-2022']
9561,181,['10-23-2022']
9562,181,['10-30-2022']
9563,181,['11-06-2022']
9564,181,['11-13-2022']
9565,181,['11-20-2022']
9566,181,['11-27-2022']
9567,181,['12-04-2022']
9568,181,['12-11-2022']
9569,181,['12-18-2022']
9570,181,['12-25-2022']
9571,181,['01-01-2023']
9572,181,['01-08-2023']
9573,181,['01-15-2023']
9574,181,['01-22-2023']
9575,181,['01-29-2023']
9576,181,['02-05-2023']
9577,181,['02-12-2023']
9578,181,['02-19-2023']
9579,181,['02-26-2023']
9580,181,['03-05-2023']
9581,181,['03-12-2023']
9582,181,['03-19-2023']
9583,181,['03-26-2023']
9584,181,['04-02-2023']
9585,181,['04-09-2023']
9586,181,['04-16-2023']
9587,181,['04-23-2023']
9588,181,['04-30-2023']
9589,181,['05-07-2023']
9590,181,['05-14-2023']
9591,181,['05-21-2023']
9592,181,['05-28-2023']
9593,182,['05-29-2022']
9594,182,['06-05-2022']
9595,182,['06-12-2022']
9596,182,['06-19-2022']
9597,182,['06-26-2022']
9598,182,['07-03-2022']
9599,182,['07-10-2022']
9600,182,['07-17-2022']
9601,182,['07-24-2022']
9602,182,['07-31-2022']
9603,182,['08-07-2022']
9604,182,['08-14-2022']
9605,182,['08-21-2022']
9606,182,['08-28-2022']
9607,182,['09-04-2022']
9608,182,['09-11-2022']
9609,182,['09-18-2022']
9610,182,['09-25-2022']
9611,182,['10-02-2022']
9612,182,['10-09-2022']
9613,182,['10-16-2022']
9614,182,['10-23-2022']
9615,182,['10-30-2022']
9616,182,['11-06-2022']
9617,182,['11-13-2022']
9618,182,['11-20-2022']
9619,182,['11-27-2022']
9620,182,['12-04-2022']
9621,182,['12-11-2022']
9622,182,['12-18-2022']
9623,182,['12-25-2022']
9624,182,['01-01-2023']
9625,182,['01-08-2023']
9626,182,['01-15-2023']
9627,182,['01-22-2023']
9628,182,['01-29-2023']
9629,182,['02-05-2023']
9630,182,['02-12-2023']
9631,182,['02-19-2023']
9632,182,['02-26-2023']
9633,182,['03-05-2023']
9634,182,['03-12-2023']
9635,182,['03-19-2023']
9636,182,['03-26-2023']
9637,182,['04-02-2023']
9638,182,['04-09-2023']
9639,182,['04-16-2023']
9640,182,['04-23-2023']
9641,182,['04-30-2023']
9642,182,['05-07-2023']
9643,182,['05-14-2023']
9644,182,['05-21-2023']
9645,182,['05-28-2023']
9646,183,['05-29-2022']
9647,183,['06-05-2022']
9648,183,['06-12-2022']
9649,183,['06-19-2022']
9650,183,['06-26-2022']
9651,183,['07-03-2022']
9652,183,['07-10-2022']
9653,183,['07-17-2022']
9654,183,['07-24-2022']
9655,183,['07-31-2022']
9656,183,['08-07-2022']
9657,183,['08-14-2022']
9658,183,['08-21-2022']
9659,183,['08-28-2022']
9660,183,['09-04-2022']
9661,183,['09-11-2022']
9662,183,['09-18-2022']
9663,183,['09-25-2022']
9664,183,['10-02-2022']
9665,183,['10-09-2022']
9666,183,['10-16-2022']
9667,183,['10-23-2022']
9668,183,['10-30-2022']
9669,183,['11-06-2022']
9670,183,['11-13-2022']
9671,183,['11-20-2022']
9672,183,['11-27-2022']
9673,183,['12-04-2022']
9674,183,['12-11-2022']
9675,183,['12-18-2022']
9676,183,['12-25-2022']
9677,183,['01-01-2023']
9678,183,['01-08-2023']
9679,183,['01-15-2023']
9680,183,['01-22-2023']
9681,183,['01-29-2023']
9682,183,['02-05-2023']
9683,183,['02-12-2023']
9684,183,['02-19-2023']
9685,183,['02-26-2023']
9686,183,['03-05-2023']
9687,183,['03-12-2023']
9688,183,['03-19-2023']
9689,183,['03-26-2023']
9690,183,['04-02-2023']
9691,183,['04-09-2023']
9692,183,['04-16-2023']
9693,183,['04-23-2023']
9694,183,['04-30-2023']
9695,183,['05-07-2023']
9696,183,['05-14-2023']
9697,183,['05-21-2023']
9698,183,['05-28-2023']
9699,184,['05-29-2022']
9700,184,['06-05-2022']
9701,184,['06-12-2022']
9702,184,['06-19-2022']
9703,184,['06-26-2022']
9704,184,['07-03-2022']
9705,184,['07-10-2022']
9706,184,['07-17-2022']
9707,184,['07-24-2022']
9708,184,['07-31-2022']
9709,184,['08-07-2022']
9710,184,['08-14-2022']
9711,184,['08-21-2022']
9712,184,['08-28-2022']
9713,184,['09-04-2022']
9714,184,['09-11-2022']
9715,184,['09-18-2022']
9716,184,['09-25-2022']
9717,184,['10-02-2022']
9718,184,['10-09-2022']
9719,184,['10-16-2022']
9720,184,['10-23-2022']
9721,184,['10-30-2022']
9722,184,['11-06-2022']
9723,184,['11-13-2022']
9724,184,['11-20-2022']
9725,184,['11-27-2022']
9726,184,['12-04-2022']
9727,184,['12-11-2022']
9728,184,['12-18-2022']
9729,184,['12-25-2022']
9730,184,['01-01-2023']
9731,184,['01-08-2023']
9732,184,['01-15-2023']
9733,184,['01-22-2023']
9734,184,['01-29-2023']
9735,184,['02-05-2023']
9736,184,['02-12-2023']
9737,184,['02-19-2023']
9738,184,['02-26-2023']
9739,184,['03-05-2023']
9740,184,['03-12-2023']
9741,184,['03-19-2023']
9742,184,['03-26-2023']
9743,184,['04-02-2023']
9744,184,['04-09-2023']
9745,184,['04-16-2023']
9746,184,['04-23-2023']
9747,184,['04-30-2023']
9748,184,['05-07-2023']
9749,184,['05-14-2023']
9750,184,['05-21-2023']
9751,184,['05-28-2023']
9752,185,['05-29-2022']
9753,185,['06-05-2022']
9754,185,['06-12-2022']
9755,185,['06-19-2022']
9756,185,['06-26-2022']
9757,185,['07-03-2022']
9758,185,['07-10-2022']
9759,185,['07-17-2022']
9760,185,['07-24-2022']
9761,185,['07-31-2022']
9762,185,['08-07-2022']
9763,185,['08-14-2022']
9764,185,['08-21-2022']
9765,185,['08-28-2022']
9766,185,['09-04-2022']
9767,185,['09-11-2022']
9768,185,['09-18-2022']
9769,185,['09-25-2022']
9770,185,['10-02-2022']
9771,185,['10-09-2022']
9772,185,['10-16-2022']
9773,185,['10-23-2022']
9774,185,['10-30-2022']
9775,185,['11-06-2022']
9776,185,['11-13-2022']
9777,185,['11-20-2022']
9778,185,['11-27-2022']
9779,185,['12-04-2022']
9780,185,['12-11-2022']
9781,185,['12-18-2022']
9782,185,['12-25-2022']
9783,185,['01-01-2023']
9784,185,['01-08-2023']
9785,185,['01-15-2023']
9786,185,['01-22-2023']
9787,185,['01-29-2023']
9788,185,['02-05-2023']
9789,185,['02-12-2023']
9790,185,['02-19-2023']
9791,185,['02-26-2023']
9792,185,['03-05-2023']
9793,185,['03-12-2023']
9794,185,['03-19-2023']
9795,185,['03-26-2023']
9796,185,['04-02-2023']
9797,185,['04-09-2023']
9798,185,['04-16-2023']
9799,185,['04-23-2023']
9800,185,['04-30-2023']
9801,185,['05-07-2023']
9802,185,['05-14-2023']
9803,185,['05-21-2023']
9804,185,['05-28-2023']
9805,186,['05-29-2022']
9806,186,['06-05-2022']
9807,186,['06-12-2022']
9808,186,['06-19-2022']
9809,186,['06-26-2022']
9810,186,['07-03-2022']
9811,186,['07-10-2022']
9812,186,['07-17-2022']
9813,186,['07-24-2022']
9814,186,['07-31-2022']
9815,186,['08-07-2022']
9816,186,['08-14-2022']
9817,186,['08-21-2022']
9818,186,['08-28-2022']
9819,186,['09-04-2022']
9820,186,['09-11-2022']
9821,186,['09-18-2022']
9822,186,['09-25-2022']
9823,186,['10-02-2022']
9824,186,['10-09-2022']
9825,186,['10-16-2022']
9826,186,['10-23-2022']
9827,186,['10-30-2022']
9828,186,['11-06-2022']
9829,186,['11-13-2022']
9830,186,['11-20-2022']
9831,186,['11-27-2022']
9832,186,['12-04-2022']
9833,186,['12-11-2022']
9834,186,['12-18-2022']
9835,186,['12-25-2022']
9836,186,['01-01-2023']
9837,186,['01-08-2023']
9838,186,['01-15-2023']
9839,186,['01-22-2023']
9840,186,['01-29-2023']
9841,186,['02-05-2023']
9842,186,['02-12-2023']
9843,186,['02-19-2023']
9844,186,['02-26-2023']
9845,186,['03-05-2023']
9846,186,['03-12-2023']
9847,186,['03-19-2023']
9848,186,['03-26-2023']
9849,186,['04-02-2023']
9850,186,['04-09-2023']
9851,186,['04-16-2023']
9852,186,['04-23-2023']
9853,186,['04-30-2023']
9854,186,['05-07-2023']
9855,186,['05-14-2023']
9856,186,['05-21-2023']
9857,186,['05-28-2023']
9858,187,['05-29-2022']
9859,187,['06-05-2022']
9860,187,['06-12-2022']
9861,187,['06-19-2022']
9862,187,['06-26-2022']
9863,187,['07-03-2022']
9864,187,['07-10-2022']
9865,187,['07-17-2022']
9866,187,['07-24-2022']
9867,187,['07-31-2022']
9868,187,['08-07-2022']
9869,187,['08-14-2022']
9870,187,['08-21-2022']
9871,187,['08-28-2022']
9872,187,['09-04-2022']
9873,187,['09-11-2022']
9874,187,['09-18-2022']
9875,187,['09-25-2022']
9876,187,['10-02-2022']
9877,187,['10-09-2022']
9878,187,['10-16-2022']
9879,187,['10-23-2022']
9880,187,['10-30-2022']
9881,187,['11-06-2022']
9882,187,['11-13-2022']
9883,187,['11-20-2022']
9884,187,['11-27-2022']
9885,187,['12-04-2022']
9886,187,['12-11-2022']
9887,187,['12-18-2022']
9888,187,['12-25-2022']
9889,187,['01-01-2023']
9890,187,['01-08-2023']
9891,187,['01-15-2023']
9892,187,['01-22-2023']
9893,187,['01-29-2023']
9894,187,['02-05-2023']
9895,187,['02-12-2023']
9896,187,['02-19-2023']
9897,187,['02-26-2023']
9898,187,['03-05-2023']
9899,187,['03-12-2023']
9900,187,['03-19-2023']
9901,187,['03-26-2023']
9902,187,['04-02-2023']
9903,187,['04-09-2023']
9904,187,['04-16-2023']
9905,187,['04-23-2023']
9906,187,['04-30-2023']
9907,187,['05-07-2023']
9908,187,['05-14-2023']
9909,187,['05-21-2023']
9910,187,['05-28-2023']
9911,188,['05-29-2022']
9912,188,['06-05-2022']
9913,188,['06-12-2022']
9914,188,['06-19-2022']
9915,188,['06-26-2022']
9916,188,['07-03-2022']
9917,188,['07-10-2022']
9918,188,['07-17-2022']
9919,188,['07-24-2022']
9920,188,['07-31-2022']
9921,188,['08-07-2022']
9922,188,['08-14-2022']
9923,188,['08-21-2022']
9924,188,['08-28-2022']
9925,188,['09-04-2022']
9926,188,['09-11-2022']
9927,188,['09-18-2022']
9928,188,['09-25-2022']
9929,188,['10-02-2022']
9930,188,['10-09-2022']
9931,188,['10-16-2022']
9932,188,['10-23-2022']
9933,188,['10-30-2022']
9934,188,['11-06-2022']
9935,188,['11-13-2022']
9936,188,['11-20-2022']
9937,188,['11-27-2022']
9938,188,['12-04-2022']
9939,188,['12-11-2022']
9940,188,['12-18-2022']
9941,188,['12-25-2022']
9942,188,['01-01-2023']
9943,188,['01-08-2023']
9944,188,['01-15-2023']
9945,188,['01-22-2023']
9946,188,['01-29-2023']
9947,188,['02-05-2023']
9948,188,['02-12-2023']
9949,188,['02-19-2023']
9950,188,['02-26-2023']
9951,188,['03-05-2023']
9952,188,['03-12-2023']
9953,188,['03-19-2023']
9954,188,['03-26-2023']
9955,188,['04-02-2023']
9956,188,['04-09-2023']
9957,188,['04-16-2023']
9958,188,['04-23-2023']
9959,188,['04-30-2023']
9960,188,['05-07-2023']
9961,188,['05-14-2023']
9962,188,['05-21-2023']
9963,188,['05-28-2023']
9964,189,['05-29-2022']
9965,189,['06-05-2022']
9966,189,['06-12-2022']
9967,189,['06-19-2022']
9968,189,['06-26-2022']
9969,189,['07-03-2022']
9970,189,['07-10-2022']
9971,189,['07-17-2022']
9972,189,['07-24-2022']
9973,189,['07-31-2022']
9974,189,['08-07-2022']
9975,189,['08-14-2022']
9976,189,['08-21-2022']
9977,189,['08-28-2022']
9978,189,['09-04-2022']
9979,189,['09-11-2022']
9980,189,['09-18-2022']
9981,189,['09-25-2022']
9982,189,['10-02-2022']
9983,189,['10-09-2022']
9984,189,['10-16-2022']
9985,189,['10-23-2022']
9986,189,['10-30-2022']
9987,189,['11-06-2022']
9988,189,['11-13-2022']
9989,189,['11-20-2022']
9990,189,['11-27-2022']
9991,189,['12-04-2022']
9992,189,['12-11-2022']
9993,189,['12-18-2022']
9994,189,['12-25-2022']
9995,189,['01-01-2023']
9996,189,['01-08-2023']
9997,189,['01-15-2023']
9998,189,['01-22-2023']
9999,189,['01-29-2023']
10000,189,['02-05-2023']
10001,189,['02-12-2023']
10002,189,['02-19-2023']
10003,189,['02-26-2023']
10004,189,['03-05-2023']
10005,189,['03-12-2023']
10006,189,['03-19-2023']
10007,189,['03-26-2023']
10008,189,['04-02-2023']
10009,189,['04-09-2023']
10010,189,['04-16-2023']
10011,189,['04-23-2023']
10012,189,['04-30-2023']
10013,189,['05-07-2023']
10014,189,['05-14-2023']
10015,189,['05-21-2023']
10016,189,['05-28-2023']
10017,190,['05-29-2022']
10018,190,['06-05-2022']
10019,190,['06-12-2022']
10020,190,['06-19-2022']
10021,190,['06-26-2022']
10022,190,['07-03-2022']
10023,190,['07-10-2022']
10024,190,['07-17-2022']
10025,190,['07-24-2022']
10026,190,['07-31-2022']
10027,190,['08-07-2022']
10028,190,['08-14-2022']
10029,190,['08-21-2022']
10030,190,['08-28-2022']
10031,190,['09-04-2022']
10032,190,['09-11-2022']
10033,190,['09-18-2022']
10034,190,['09-25-2022']
10035,190,['10-02-2022']
10036,190,['10-09-2022']
10037,190,['10-16-2022']
10038,190,['10-23-2022']
10039,190,['10-30-2022']
10040,190,['11-06-2022']
10041,190,['11-13-2022']
10042,190,['11-20-2022']
10043,190,['11-27-2022']
10044,190,['12-04-2022']
10045,190,['12-11-2022']
10046,190,['12-18-2022']
10047,190,['12-25-2022']
10048,190,['01-01-2023']
10049,190,['01-08-2023']
10050,190,['01-15-2023']
10051,190,['01-22-2023']
10052,190,['01-29-2023']
10053,190,['02-05-2023']
10054,190,['02-12-2023']
10055,190,['02-19-2023']
10056,190,['02-26-2023']
10057,190,['03-05-2023']
10058,190,['03-12-2023']
10059,190,['03-19-2023']
10060,190,['03-26-2023']
10061,190,['04-02-2023']
10062,190,['04-09-2023']
10063,190,['04-16-2023']
10064,190,['04-23-2023']
10065,190,['04-30-2023']
10066,190,['05-07-2023']
10067,190,['05-14-2023']
10068,190,['05-21-2023']
10069,190,['05-28-2023']
10070,191,['05-29-2022']
10071,191,['06-05-2022']
10072,191,['06-12-2022']
10073,191,['06-19-2022']
10074,191,['06-26-2022']
10075,191,['07-03-2022']
10076,191,['07-10-2022']
10077,191,['07-17-2022']
10078,191,['07-24-2022']
10079,191,['07-31-2022']
10080,191,['08-07-2022']
10081,191,['08-14-2022']
10082,191,['08-21-2022']
10083,191,['08-28-2022']
10084,191,['09-04-2022']
10085,191,['09-11-2022']
10086,191,['09-18-2022']
10087,191,['09-25-2022']
10088,191,['10-02-2022']
10089,191,['10-09-2022']
10090,191,['10-16-2022']
10091,191,['10-23-2022']
10092,191,['10-30-2022']
10093,191,['11-06-2022']
10094,191,['11-13-2022']
10095,191,['11-20-2022']
10096,191,['11-27-2022']
10097,191,['12-04-2022']
10098,191,['12-11-2022']
10099,191,['12-18-2022']
10100,191,['12-25-2022']
10101,191,['01-01-2023']
10102,191,['01-08-2023']
10103,191,['01-15-2023']
10104,191,['01-22-2023']
10105,191,['01-29-2023']
10106,191,['02-05-2023']
10107,191,['02-12-2023']
10108,191,['02-19-2023']
10109,191,['02-26-2023']
10110,191,['03-05-2023']
10111,191,['03-12-2023']
10112,191,['03-19-2023']
10113,191,['03-26-2023']
10114,191,['04-02-2023']
10115,191,['04-09-2023']
10116,191,['04-16-2023']
10117,191,['04-23-2023']
10118,191,['04-30-2023']
10119,191,['05-07-2023']
10120,191,['05-14-2023']
10121,191,['05-21-2023']
10122,191,['05-28-2023']
10123,192,['05-29-2022']
10124,192,['06-05-2022']
10125,192,['06-12-2022']
10126,192,['06-19-2022']
10127,192,['06-26-2022']
10128,192,['07-03-2022']
10129,192,['07-10-2022']
10130,192,['07-17-2022']
10131,192,['07-24-2022']
10132,192,['07-31-2022']
10133,192,['08-07-2022']
10134,192,['08-14-2022']
10135,192,['08-21-2022']
10136,192,['08-28-2022']
10137,192,['09-04-2022']
10138,192,['09-11-2022']
10139,192,['09-18-2022']
10140,192,['09-25-2022']
10141,192,['10-02-2022']
10142,192,['10-09-2022']
10143,192,['10-16-2022']
10144,192,['10-23-2022']
10145,192,['10-30-2022']
10146,192,['11-06-2022']
10147,192,['11-13-2022']
10148,192,['11-20-2022']
10149,192,['11-27-2022']
10150,192,['12-04-2022']
10151,192,['12-11-2022']
10152,192,['12-18-2022']
10153,192,['12-25-2022']
10154,192,['01-01-2023']
10155,192,['01-08-2023']
10156,192,['01-15-2023']
10157,192,['01-22-2023']
10158,192,['01-29-2023']
10159,192,['02-05-2023']
10160,192,['02-12-2023']
10161,192,['02-19-2023']
10162,192,['02-26-2023']
10163,192,['03-05-2023']
10164,192,['03-12-2023']
10165,192,['03-19-2023']
10166,192,['03-26-2023']
10167,192,['04-02-2023']
10168,192,['04-09-2023']
10169,192,['04-16-2023']
10170,192,['04-23-2023']
10171,192,['04-30-2023']
10172,192,['05-07-2023']
10173,192,['05-14-2023']
10174,192,['05-21-2023']
10175,192,['05-28-2023']
10176,193,['05-29-2022']
10177,193,['06-05-2022']
10178,193,['06-12-2022']
10179,193,['06-19-2022']
10180,193,['06-26-2022']
10181,193,['07-03-2022']
10182,193,['07-10-2022']
10183,193,['07-17-2022']
10184,193,['07-24-2022']
10185,193,['07-31-2022']
10186,193,['08-07-2022']
10187,193,['08-14-2022']
10188,193,['08-21-2022']
10189,193,['08-28-2022']
10190,193,['09-04-2022']
10191,193,['09-11-2022']
10192,193,['09-18-2022']
10193,193,['09-25-2022']
10194,193,['10-02-2022']
10195,193,['10-09-2022']
10196,193,['10-16-2022']
10197,193,['10-23-2022']
10198,193,['10-30-2022']
10199,193,['11-06-2022']
10200,193,['11-13-2022']
10201,193,['11-20-2022']
10202,193,['11-27-2022']
10203,193,['12-04-2022']
10204,193,['12-11-2022']
10205,193,['12-18-2022']
10206,193,['12-25-2022']
10207,193,['01-01-2023']
10208,193,['01-08-2023']
10209,193,['01-15-2023']
10210,193,['01-22-2023']
10211,193,['01-29-2023']
10212,193,['02-05-2023']
10213,193,['02-12-2023']
10214,193,['02-19-2023']
10215,193,['02-26-2023']
10216,193,['03-05-2023']
10217,193,['03-12-2023']
10218,193,['03-19-2023']
10219,193,['03-26-2023']
10220,193,['04-02-2023']
10221,193,['04-09-2023']
10222,193,['04-16-2023']
10223,193,['04-23-2023']
10224,193,['04-30-2023']
10225,193,['05-07-2023']
10226,193,['05-14-2023']
10227,193,['05-21-2023']
10228,193,['05-28-2023']
10229,194,['05-29-2022']
10230,194,['06-05-2022']
10231,194,['06-12-2022']
10232,194,['06-19-2022']
10233,194,['06-26-2022']
10234,194,['07-03-2022']
10235,194,['07-10-2022']
10236,194,['07-17-2022']
10237,194,['07-24-2022']
10238,194,['07-31-2022']
10239,194,['08-07-2022']
10240,194,['08-14-2022']
10241,194,['08-21-2022']
10242,194,['08-28-2022']
10243,194,['09-04-2022']
10244,194,['09-11-2022']
10245,194,['09-18-2022']
10246,194,['09-25-2022']
10247,194,['10-02-2022']
10248,194,['10-09-2022']
10249,194,['10-16-2022']
10250,194,['10-23-2022']
10251,194,['10-30-2022']
10252,194,['11-06-2022']
10253,194,['11-13-2022']
10254,194,['11-20-2022']
10255,194,['11-27-2022']
10256,194,['12-04-2022']
10257,194,['12-11-2022']
10258,194,['12-18-2022']
10259,194,['12-25-2022']
10260,194,['01-01-2023']
10261,194,['01-08-2023']
10262,194,['01-15-2023']
10263,194,['01-22-2023']
10264,194,['01-29-2023']
10265,194,['02-05-2023']
10266,194,['02-12-2023']
10267,194,['02-19-2023']
10268,194,['02-26-2023']
10269,194,['03-05-2023']
10270,194,['03-12-2023']
10271,194,['03-19-2023']
10272,194,['03-26-2023']
