p_id,name,description,bathrooms_text,bedrooms,amenities,price,city,p_avg_rating,num_rates,h_uname
405,Beautiful Room Uptown Home - License 17STR-10083,"Open for Tennessee Williams Festival.    Beautiful New Orleans uptown home.  Room is large and sunny.  Two twin beds with great mattresses, two great glider chairs, 40â€ TV, minifridge, lots of storage, beautiful oak floors.  Bathroom with walk-in shower.<br /><br /><b>The space</b><br />Near Tulane and Loyola Campuses; one mile from the St. Charles streetcar line and a short Uber ride to the French Quarter and the Superdome.  Beautiful room with a minifridge and private bathroom and full kitchen privileges.  90 year old beautiful old New Orleans uptown home in quiet safe neighborhood on one block long dead end street.   Room with two twin beds with good mattresses.   No hard partiers, Strong preference for mature folks.  Us - Loyola University professor and home care nurse.   We do have 2 cats, so allergies are out.  Beautiful back deck for entertaining.  Grill and crawfish pot available if desired. Breakfast on your own but we keep fixings in the kitchen.   Sorry, home has necessary o",1,1,"[""Carbon monoxide alarm"", ""BBQ grill"", ""Wifi"", ""Coffee maker"", ""Iron"", ""Shampoo"", ""Oven"", ""Washer"", ""Refrigerator"", ""Free street parking"", ""Dryer"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Breakfast"", ""Bed linens"", ""Shared patio or balcony"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Host greets you"", ""Cooking basics"", ""TV"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Lock on bedroom door"", ""Stove"", ""Dishes and silverware"", ""Essentials"", ""Extra pillows and blankets"", ""Microwave"", ""Dishwasher""]",89,"New Orleans, Louisiana, United States",5,0,OktS7DnM98
406,Moon Over Mazant - Bywater's First and Finest!,"The Art of Hospitality<br /><br /><b>The space</b><br />City of New Orleans License #18STR-11248<br /> <br />This is NOT a full apartment, but rather a 1 or 2 bedroom suite in an historic SOLAR-POWERED Bywater shotgun house (1 Queen, 1 Double, 1 Bath).  We offer the convenience of downtown, the unique energy of the Bywater neighborhood and the eclectic ambiance of an artfully appointed city apartment. Just steps to Crescent Park with some of the most stunning views of the Mississippi River and the New Orleans skyline. <br /><br />About our neighborhood: [Source: WikiTravel]<br />Bywater is a neighborhood a bit east (down river) from the French Quarter with a healthy mix of blue collar folks who grew up here, and more recent bohemian arrivals. Artists and musicians relocated here when the French Quarter became too pricey. It is primarily residential but undeniably hip; there are lively pubs, restaurants and randomly placed edgy found-object art scattered throughout the neighborhood. Tra",1,2,"[""Carbon monoxide alarm"", ""BBQ grill"", ""Outdoor dining area"", ""Wifi"", ""Conditioner"", ""Coffee maker"", ""Long term stays allowed"", ""Cable TV"", ""Extra pillows and blankets"", ""Iron"", ""Shampoo"", ""Shared fenced garden or backyard"", ""Washer"", ""Single level home"", ""Refrigerator"", ""Free street parking"", ""Body soap"", ""Dryer"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Shared patio or balcony"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Shower gel"", ""Wine glasses"", ""Microwave"", ""Mini fridge"", ""Hangers"", ""TV with standard cable"", ""Outdoor furniture"", ""Free parking on premises"", ""Essentials"", ""First aid kit"", ""Room-darkening shades""]",105,"New Orleans, Louisiana, United States",5,0,yhwc9rK8L6
407,"Frenchmen House ""Red Room""","Victorian-style 100+ year old house on Frenchmen Street -- home of the best collection of jazz clubs in New Orleans -- and still only blocks from the French Quarter.<br /><br /><b>The space</b><br />RED ROOM<br /><br />Frenchmen House is my home.  I share it with my dog, Charles (a huge, cuddly, Golden), Molly (king of the feline world), and my airbnb guests.  <br /><br />The house retains the architectural details that make New Orleans homes interesting and beautiful -- 13 ft. ceilings, transom windows, original wood floors, and double parlor with functioning pocket doors.  Very few renovations have altered this original home, and its charm represents the homes of its era.  The architectural style of the house is referred to as a Sidehall, so unlike a traditional shotgun, one does not have to walk thru each room to get to the next.<br /><br />Great backyard for entertaining -- very private courtyard setting.  Smoking is allowed in the backyard.<br /><br />PARKING:  Easy on street park",2,1,"[""Carbon monoxide alarm"", ""BBQ grill"", ""Wifi"", ""Keurig coffee machine"", ""Coffee maker"", ""Barbecue utensils"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Iron"", ""Shampoo"", ""Oven"", ""Washer"", ""Patio or balcony"", ""Refrigerator"", ""Single level home"", ""Bathtub"", ""Free street parking"", ""Dryer"", ""Hair dryer"", ""Freezer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Cooking basics"", ""Microwave"", ""Bread maker"", ""Kitchen"", ""Hangers"", ""Keypad"", ""Stove"", ""Backyard"", ""Baking sheet"", ""Dishes and silverware"", ""Essentials"", ""First aid kit"", ""Room-darkening shades"", ""Dishwasher""]",75,"New Orleans, Louisiana, United States",5,0,h5e2fHND3k
408,Historic UPTOWN NEW ORLEANS Resort,"Boutique hotel In HISTORIC Garden District of NEW ORLEANS<br /><br /><b>The space</b><br />Accommodations for 2-4 at The AVENUE PLAZA Resort, New Orleans.<br /> <br />With a rich cultural history and a vibrant entertainment lifestyle like no other, New Orleans, Louisiana is known throughout the world as one of the top vacation destinations in the U.S. Avenue Plaza Resort is perfectly situated in the heart of the beautiful Garden District to provide easy access to all of the wonderful attractions that New Orleans has to offer. Just steps from this charming vacation rental is the St. Charles street car that will whisk you away in no time to the most popular landmarks like the French Quarter, Jackson Square, Magazine Street, Audubon Park & Zoo, and Aquarium of the Americas.<br /> <br />Right outside your comfortable New Orleans resort suite you can explore the stunning Southern style architecture and historic sites of the scenic Garden District neighborhood while world famous Mardi Gras p",1,1,"[""Kitchen"", ""Pool"", ""Air conditioning"", ""Dryer"", ""TV with standard cable"", ""Smoke alarm"", ""Hot tub"", ""Fire extinguisher"", ""Wifi"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Cable TV"", ""Gym"", ""Shampoo"", ""Washer"", ""Heating""]",347,"New Orleans, Louisiana, United States",5,0,OktS7DnM98
409,Marginy BnoB by Frenchman!,"Apartment is right in the heart of all things good in New Orleans one block  to Frenchmen Street one block to the riverfront streetcar one block to the French quarter.<br />STR 17STR-06520<br /><br /><b>The space</b><br />Would love to have you here really great location ...<br />Offering a safe neighborhood, privacy, and convenience..<br /> <br />We have front half of a double in the Marginy Triangle right behind the Quarter...<br />Priviate enterance<br />One block behind Esplanade, the backside of the Quarter... one block over from Bourbon...<br />One block front of Frenchmen the local's Bourbon St. where everyone gathers!<br />Walking distance to the Quarter with a place to relax and chill in privacy to take a break or enjoy the local colour walking by.<br /> <br />Front room  with a full futon and great mattress not a pad...<br />Bedroom with queen bed (not firm ) and.pocket doors for privacy if needed.<br />Bathroom with shower and tub unit...<br />Although it states bed and brea",1,1,"[""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Cable TV"", ""Iron"", ""Shampoo"", ""Refrigerator"", ""Private entrance"", ""Bathtub"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Host greets you"", ""Security cameras on property"", ""Paid parking off premises"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Microwave""]",125,"New Orleans, Louisiana, United States",5,0,yhwc9rK8L6
410,Live Like a Local in Mid-City,"Welcome to the heart of the Crescent City.  Easy access to all that New Orleans has to offer.<br /><br /><b>The space</b><br />Cozy and well-appointed one bedroom shotgun-style apartment in a mostly owner occupied diverse neighborhood convenient to all areas of New Orleans. 900 sq. ft. 11 foot ceilings with central air conditioning and heat, ceiling fans throughout, wood floors in living room & bedroom. Heated slate floors in kitchen and bathroom. Bathroom is complete with towels, toiletries and deep clawfoot tub. Kitchen with handcrafted mosaic backsplash, microwave, refrigerator/freezer, gas stove and oven, coffee maker and grinder( drip and french press), toaster oven, dishes, cutlery, pots & pans all included. <br />Queen bed with bedding and linens. Office with desk, sofas in both living room and office (sleeper sofa in office). All utilities with satellite television and wireless internet access included. No washer or dryer in unit but several laundromats are located within a mil",1,1,"[""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Iron"", ""Shampoo"", ""Oven"", ""Refrigerator"", ""Private entrance"", ""Smart lock"", ""Free street parking"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Cooking basics"", ""TV"", ""Kitchen"", ""Hangers"", ""Stove"", ""Dishes and silverware"", ""Essentials"", ""Extra pillows and blankets"", ""Microwave""]",110,"New Orleans, Louisiana, United States",5,0,h5e2fHND3k
411,Studio in Unique Historical Creole Home,"Our home is a place for mature travelers, artists, musicians, adventurers and those seeking real slices of New Orleans living.   The house is cozy and inspiring. We aim to have you fall in love with New Orleans and have wonderful memories of your time with us. We do not rent often however at certain moments in the year we open up the side guest studio and invite traveller to stay.<br /><br /><b>The space</b><br />We have a beautiful and private guest room+ office/ studio + living room with  private bathroom and your own entrance   (your own private apartment except a shared kitchen )   in our 160 year old historical home, located deep in the Bywater.  Hear the sounds of trains, tug boats and the odd roosters crowing at sun set and sun rise while being steps away to the famous Vuaghan's Bar, great southern authentic BBQ at the Joint, great old world style and jazz at Bacchanal Fine Wine & Spirits, Solo Espresso  and we are adjacent to the Marigny neighborhood which is home to Frenchman ",1,1,"[""Indoor fireplace"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Patio or balcony"", ""Oven"", ""Washer"", ""Refrigerator"", ""Free street parking"", ""Dryer"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Cooking basics"", ""Kitchen"", ""Keypad"", ""Stove"", ""Backyard"", ""Dishes and silverware"", ""Essentials"", ""Microwave""]",60,"New Orleans, Louisiana, United States",5,0,OktS7DnM98
412,True NaWlins Flavor,"There are 2 bed rooms, so   4 people/2 couples or friends can be easily accommodated. Please note that this a ""Shotgun style home"" the rooms are one behind the other.  In order to access the bathroom one must walk through the second bedroom, to gain access to the bathroom. MCS or Mayor Council   Permit Number is: MCS # 26652<br />If you have a legal Louisiana Wedding Licenses-I am a registered  Officiant/Minister and can perform marriages as well.   CLICK ON MY PROFILE PICTURE TO SEE MY OTHER LISTING<br /><br /><b>The space</b><br />The opportunity to stay in a civil war era home that has been gently modernized but retains it's original flavor.  Built for a prominent New Orleans's Mistress over a century ago it has remained in the family ever since, it has  a  Large Bathroom with; a shower for 2,  soaking  tub as well, t.v. two large beds one queen, one king, and in a pinch a sofa bed in the living room as well; 2 mini fridges, micro wave, iron and ironing board toaster and ice maker, ",1,2,"[""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Iron"", ""Shampoo"", ""Single level home"", ""Refrigerator"", ""Private entrance"", ""Free street parking"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Host greets you"", ""TV"", ""First aid kit"", ""Hangers"", ""Backyard"", ""Dishes and silverware"", ""Essentials"", ""Extra pillows and blankets"", ""Microwave""]",89,"New Orleans, Louisiana, United States",5,0,yhwc9rK8L6
413,"Frenchmen House ""Rose Room""","Victorian-style 100+ year old house on Frenchmen Street -- home of the best collection of jazz clubs in New Orleans -- and still only blocks from the French Quarter.<br /><br /><b>The space</b><br />ROSE ROOM<br /><br />Frenchmen House is my home.  I share it with my dog, Charles (a huge, cuddly golden retriever), Molly (king of the feline world), and my airbnb guests.  I have three guest rooms.<br /><br />The house retains the architectural details that make New Orleans homes interesting and beautiful -- 13 ft. ceilings, transom windows, original wood floors, and double parlor with functioning pocket doors.  Very few renovations have altered this original home, and its charm represents the homes of its era.  The house is a side-hall shotgun, so unlike a traditional shotgun, one does not have to walk thru each room to get to the next.<br /><br />Great backyard for entertaining -- very private courtyard setting.  Smoking is allowed in the backyard.<br /><br />PARKING:  Easy on street pa",2,1,"[""Carbon monoxide alarm"", ""BBQ grill"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Iron"", ""Shampoo"", ""Oven"", ""Washer"", ""Patio or balcony"", ""Refrigerator"", ""Single level home"", ""Free street parking"", ""Dryer"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Keypad"", ""Stove"", ""Backyard"", ""Dishes and silverware"", ""Essentials"", ""Extra pillows and blankets"", ""Microwave"", ""Dishwasher""]",75,"New Orleans, Louisiana, United States",5,0,h5e2fHND3k
414,Northside Bayou Quarters,"Beautiful very large Colonial home near University of New Orleans Lake Front Campus and just steps from Bayou Saint John & Lake Ponchatrain ,,, very quiet, smoke free  environment.<br /><br /><b>The space</b><br />Although this home is shared, guest have private room when staying.<br /><br /><b>Guest access</b><br />Guest have access to full kitchen, dining room, living room and laundry areas.<br /><br /><b>Other things to note</b><br />Contact host for lockbox code.<br /><br /><b>License number</b><br />19str-24335, 19-OSTR-1234",1,2,"[""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Hair dryer"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Iron"", ""First aid kit"", ""Heating"", ""Private entrance""]",199,"New Orleans, Louisiana, United States",5,0,OktS7DnM98
415,"2 Bed, 2.5 Bath Comfort near French Quarter","This elegant apartment blends historic New Orleans charm with a prime location, just 4 blocks from the French Quarter, and plenty of amenities. There are 2 private bedrooms, each with it's own inset full bathroom, a modern kitchen, washer & dryer and off street parking. You're just minutes from everything New Orleans has to offer by car or by foot. Let the fun begin!<br /><br /><b>The space</b><br />Set in the heart of the historic Treme district, this studio is the perfect blend of modern architecture with old world charm.  Just blocks away from antique shops, great restaurants, and entertaining nightlife, this charming studio offers a relaxing ambiance within the lovely neighborhood.<br /><br />This 1100 square foot 2-bedroom, 2&1/2 bathroom studio comfortably sleeps up to six.  It features hardwood floors, high ceilings, bedroom skylights, and a spacious kitchen with an island.   <br /><br />Off-street parking is included on site. <br /><br />Key Amenities:<br /><br />â€¢Fully equippe",2.5,2,"[""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Iron"", ""Oven"", ""Washer"", ""Refrigerator"", ""Free street parking"", ""Dryer"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Host greets you"", ""Cooking basics"", ""TV"", ""Kitchen"", ""Hangers"", ""Stove"", ""Backyard"", ""Free parking on premises"", ""Dishes and silverware"", ""Essentials"", ""Microwave"", ""Dishwasher""]",210,"New Orleans, Louisiana, United States",5,0,yhwc9rK8L6
416,Muse Suite- Near French Quarter,"Perfect for travelers looking to experience a blend of New Orleansâ€™ southern charm and eclectic entertainment. Near great restaurants & entertaining nightlife, this charming apartment offers a relaxing ambiance within the lovely neighborhood.<br /><br /><b>The space</b><br />Located just one block from the French Quarter in the historic Treme district, this 1400 square foot charming 2-bedroom, 2 Â½ -bathroom house is right around the corner from world class restaurants, live music, and famous art galleries.<br /><br />Housed in a turn-of-the-century Acadian-style double, this luxurious unit reflects New Orlean's charm with its vintage art, restored fireplace fixtures, and beautiful tapestries.  Enjoy the natural lighting welcomed by the 10ft tall windows in the downstairs living area.  <br /><br />The unit has two spacious bedrooms, walk-in closets, tiled bathrooms with large vanities, and a bathtub Jacuzzi in the master bedroom.  <br /><br />Off street parking is included on site.<br /",2.5,2,"[""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Iron"", ""Oven"", ""Washer"", ""Refrigerator"", ""Private entrance"", ""Free street parking"", ""Dryer"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Host greets you"", ""Cooking basics"", ""TV"", ""Kitchen"", ""Hangers"", ""Stove"", ""Free parking on premises"", ""Dishes and silverware"", ""Essentials"", ""Extra pillows and blankets"", ""Microwave"", ""Dishwasher""]",225,"New Orleans, Louisiana, United States",5,0,h5e2fHND3k
417,Quintessentially New Orleans,"You must message us before booking.<br /><br /><b>The space</b><br />**YOU MUST MESSAGE US BEFORE HITTING THE BOOK BUTTON!!!!<br /><br />My spacious home is nestled in one of the most sought after parts of the city, The City Park Triangle. You are within walking distance to Jazz Fest, Voodoo Fest, New Orleans Museum of Art, Bayou St. John, City Park and the Street Car Line. (You can hear the festival music when you open the windows and your a half block off the Mardi Gras parade route)<br /><br />Mid-City is a great location. You can access all the popular neighborhoods with ease - the French Quarter, Central Business District, the Warehouse District, the Convention Center, Uptown and the Garden District, while experiencing life in a real NOLA neighborhood. Close to coffee shops, Po-Boy shops and locally loved restaurants. Couple of bars near if you get thirsty, but youâ€™re safely located in a calm & relaxed neighborhood. <br /><br />Our stylish 3 bedroom, 1600 sq. ft. spacious apartmen",1,3,"[""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Cable TV"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Shampoo"", ""Oven"", ""Washer"", ""Patio or balcony"", ""Refrigerator"", ""Private entrance"", ""Free street parking"", ""Children\u2019s books and toys"", ""Fire pit"", ""Dryer"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""TV with standard cable"", ""Stove"", ""Outdoor furniture"", ""Backyard"", ""Free parking on premises"", ""Dishes and silverware"", ""Essentials"", ""First aid kit"", ""Microwave"", ""Dishwasher""]",327,"New Orleans, Louisiana, United States",5,0,OktS7DnM98
418,La Boheme de Marigny - Historic Creole Cottage,"La Boheme de Marigny is an authentic 1800's creole cottage in the hip Marigny neighborhood. Close to the best of everything and a safe walk to the French Quarter, Bourbon, Canal, and Frenchman Street, the Bywater, and Jazz Fest. The cottage has 3 SEPARATE rooms, barge wood walls, and beadboard ceilings. It is comfortable and quaint, but NOT fancy. Each room has a private bath, 2 rooms have full kitchens. Cottage guests have exclusive access to the laundry room and water cooler, outdoor patio.<br /><br /><b>The space</b><br />La BohÃ¨me de Marigny, is a historic Creole cottage, located in the Marigny Triangle, steps away from the French Quarter. This artistically vibrant neighborhood was recently featured in ""Travel & Leisure"" magazine as one of the ""trendiest in the nation.""  Around the corner is Frenchmen Street, the hub of the New Orleans music scene.  Stroll through French Quarter, shop, and dine at the French market, and when you are ready for a break, come back to relax, refresh, r",3,3,"[""Indoor fireplace"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Private fenced garden or backyard"", ""Cable TV"", ""Iron"", ""Shampoo"", ""Oven"", ""Washer"", ""Single level home"", ""Refrigerator"", ""Private entrance"", ""Bathtub"", ""Free street parking"", ""Dryer"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Shared patio or balcony"", ""Smoke alarm"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Microwave"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Keypad"", ""TV with standard cable"", ""Stove"", ""Outdoor furniture"", ""Free parking on premises"", ""Dishes and silverware"", ""Essentials"", ""Baby monitor"", ""Window guards"", ""Extra pillows and blankets"", ""Room-darkening shades""]",475,"New Orleans, Louisiana, United States",5,0,yhwc9rK8L6
419,Maison Marais 2,"Maison Marais 2, #17STR-05400, is an â€œamazingâ€ one-bedroom deluxe unit in a heritage shotgun house with high ceilings, hardwood floors and spacious rooms. â€œA top-notch experienceâ€ just three blocks from a streetcar line &steps from the very popular St Roch Market â€” with food-truck-style vendors, coffee, cocktail and oyster barsâ€”youâ€™re in the heart of the St Claude Avenue arts and entertainment area and an easy walk to the music on Frenchman Street or the excitement of the fabled French Quarter.<br /><br /><b>The space</b><br />â€œThe apartment was spacious, stylish and sparkling clean,â€ enthuses Jenny. â€œWe highly recommend staying here!â€<br /><br />...youâ€™ll be living like a local on the edge of the historic Faubourg Marigny â€” and not too far from buzz-worthy Bywater. These pleasant, mostly residential neighborhoods offer some of NOLA's best restaurants, coffee shops and music venues along with several innovative art spaces.<br /><br />â€œ[Georgia's] house is stylish, comfortable and well ",1,1,"[""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Iron"", ""Shampoo"", ""Single level home"", ""Refrigerator"", ""Private entrance"", ""Smart lock"", ""Free street parking"", ""Hair dryer"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Dedicated workspace"", ""Heating"", ""Hot water"", ""Air conditioning"", ""First aid kit"", ""Hangers"", ""Dishes and silverware"", ""Essentials"", ""Extra pillows and blankets"", ""Microwave""]",92,"New Orleans, Louisiana, United States",5,0,h5e2fHND3k
420,NOLA JAZZ FEST GETAWAY UPSTAIRS,"All guests must be vaccinated for COVID-19 to stay in our home. Please be prepared to show vaccination status at check in. <br />Come to New Orleans! Jazz Fest is in the front yard and Voodoo is close! We've got two lovely bedrooms and one bathroom dedicated to you and your guests. We live downstairs, but youâ€™ll have the whole upstairs to yourselves.<br /><br /><b>The space</b><br />All guests must be vaccinated for COVID-19 to stay in our home. Please be prepared to show vaccination status at check in. <br />Completely renovated mid 1800's home across from the New Orleans Fairgrounds, home of the New Orleans Jazz and Heritage Festival.  We are only a five minute drive from the French Quarter and downtown. During the day, City Park and beautiful Bayou St. John are only a short bicycle ride down the street.  <br />The two cozy bedrooms for rent are upstairs and share a large bathroom. Each bedroom has it's own television with cable and there is wi-fi through out the home.  There is a se",1,2,"[""Hangers"", ""Free street parking"", ""Hot water"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hair dryer"", ""Smoke alarm"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker"", ""Security cameras on property"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Essentials"", ""Cable TV"", ""Iron"", ""Shampoo"", ""Heating""]",90,"New Orleans, Louisiana, United States",5,0,OktS7DnM98
421,AUTHENTIC NEW ORLEANS HOME!!!!!!!,"GREAT LOCATION,  ONE MILE FROM BOURBON ST.  LOCATED IN THE TREME/ESPLANADE RIDGE AREA. CHARMING SHOTGUN HOME,IN A  WALKABLE NEIGHBORHOOD . PLENTY OF RESTAURANTS,  WHOLE FOOD GROCERY  LOCATED 7 MINUTES  AWAY. CITY PARK IS A 5 MIN RIDE AWAY WITH A FEW MUSEUMS ALONG THE WAY. 5 MINS TO DOWNTOWN, CLOSE TO INTERSTATE AND RIGHT OFF BUS ROUTE. SUPERDOME 7 MINUTES AWAY.<br />Click the heart in the upper right hand corner to save listing.<br />LICENSE NUMBER 17STR-06389.<br /><br /><b>The space</b><br />Beautiful shotgun style home located in the Treme area of New Orleans .One block off Esplanade . around the corner from the Degas House. Walk down Esplanade and stop for a bite  at Santa Fe's or Lola's and continue on to City Park. Rent bikes or take a gondola ride. Blocks away from Dookie Chase, Neyows, Willie Maes, the Half Shell and other Treme eatery's. Walking distant to jazz fest, and french quarter. Check out the museum in the Presbytery to learn about Katrina and Mardi Gras.<br />Parking,",1,2,"[""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Cable TV"", ""Iron"", ""Shampoo"", ""Oven"", ""Refrigerator"", ""Free street parking"", ""Lockbox"", ""Hair dryer"", ""Smoke alarm"", ""Heating"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Kitchen"", ""Hangers"", ""TV with standard cable"", ""Free parking on premises"", ""Dishes and silverware"", ""Essentials"", ""Microwave""]",176,"New Orleans, Louisiana, United States",5,0,yhwc9rK8L6
422,Historic Irish Channel Corner Grocery - Charming!,"Historic, unique and romantic.<br /><br /><b>The space</b><br />Hip and charming 1870s corner grocery redone in eclectic, European comfort. Two blocks from famous Magazine Street with miles of shopping, dining (fine and otherwise), treasure hunting and great bars in the Historic Irish Channel.  10 minutes' walk to beautiful St. Charles Ave in the Garden District, with its ancient oak trees and fabulous architecture (and Mardi Gras parades--this location is perfect for Mardi Gras). Street car travel on St. Charles provides easy access to Carrollton, Audubon Park, Tulane and Loyola Universities, Downtown's Canal Street, Convention Center and French Quarter. Buses also travel Magazine for easy close transport. Uber/Lyft here in minutes. A fun, hip neighborhood with a great grocery, pharmacy, yoga studio, coffee shops (Starbucks and cool local), great restaurants, bars (upscale and not) and excellent shopping.<br />The room is 13 x 18 feet with 15 foot ceilings, ceiling fans, central a/c a",1,1,"[""Hot water kettle"", ""Wifi"", ""Coffee maker"", ""Drying rack for clothing"", ""Clothing storage"", ""Single level home"", ""Refrigerator"", ""Private entrance"", ""Smart lock"", ""Bathtub"", ""Free street parking"", ""Body soap"", ""Hair dryer"", ""Freezer"", ""Fire extinguisher"", ""Bed linens"", ""Shared patio or balcony"", ""Smoke alarm"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Shower gel"", ""Wine glasses"", ""TV"", ""Hangers"", ""Outdoor furniture"", ""Backyard"", ""Dishes and silverware"", ""Essentials"", ""Dining table"", ""Microwave"", ""Ceiling fan""]",79,"New Orleans, Louisiana, United States",5,0,h5e2fHND3k
423,Historic pied-Ã -terre on Esplanade,"License number: 17STR-06556<br /><br />Perfect location to experience the joie de vivre of New Orleans. Historic Esplanade Avenue is lined with oaks tree and many original 19th century mansions, and it once functioned as a ""millionaire's row"" for the Louisiana Creole section of the city, similarly as uptown's St. Charles Avenue was to the Americans.  Esplanade is also the dividing line between the French Quarter and the Faubourg Marigny, two of the best and most historic neighborhoods in the city!<br /><br /><b>The space</b><br />The apartment is on the ground floor (street entrance) of a townhouse built in 1830, complete with stained glass, exquisite woodwork, 15 ft ceilings, 6 gigantic windows and two fireplaces.  It's a very large one bedroom with giant sliding pocket doors that can open the space up.<br /><br />There is a full size bed in the bedroom and a medium size sofa in the living room.  It's fairly new and from Ikea, and while not ideal to sleep on because of the size, it ha",1,1,"[""Kitchen"", ""Air conditioning"", ""Lockbox"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker"", ""Microwave"", ""Dishes and silverware"", ""Iron"", ""Shampoo"", ""Dedicated workspace"", ""Heating""]",175,"New Orleans, Louisiana, United States",5,0,OktS7DnM98
